ax_mean,ay_mean,az_mean,gx_mean,gy_mean,gz_mean,ax_var,ay_var,az_var,gx_var,gy_var,gz_var,ax_rms,ay_rms,az_rms,gx_rms,gy_rms,gz_rms,a_max,a_mean,a_min,g_max,g_mean,g_min,a_fft,g_fft,a_psd,g_psd,a_kurt,g_kurt,a_skewn,g_skewn,a_entropy,g_entropy
-3054.019801980198,-1347.3465346534654,1122.8316831683169,6225.059405940594,14452.70297029703,511.25742574257424,2386.5970854062984,2386.2408941324525,1590.270114098355,20385.683073855344,10134.282964173173,26231.759296454173,3879.2895899600326,2737.864018927641,1954.7499548890169,21247.330690589053,17645.307936902627,26243.111632737397,12577.0,4106.257425742574,303.0,67468.0,21922.70297029703,805.0,28712.0348856841,157875.95713495032,6427949042.566107,146015288184.97842,2.894064665672612,2.175343794624656,81.00034759208062,71.71176243337769,-0.05542303075681235,-0.05532843338448223
-3285.108910891089,-1639.7821782178219,1008.4653465346535,5646.990099009901,11347.49504950495,-850.6831683168317,2474.726464875165,2348.2689872891156,1602.6916151603941,19371.112766039725,14677.804981542482,26587.494356927924,4115.703558588521,2867.519295644074,1897.8994876827737,20142.04137402342,18565.272831203685,26594.331301915445,16943.0,4330.009900990099,31.0,92577.0,25928.89108910891,1196.0,2775.7073647936018,18344.721511103977,338016117.8293497,7924430609.282033,3.9968923823781854,3.2809804387994523,142.9422241869552,98.3670912452256,-0.0560427944000438,-0.0558763337646609
-2951.205882352941,-1253.2549019607843,1025.7843137254902,8355.411764705883,11883.93137254902,-967.1176470588235,2551.3977941561834,2323.50677674448,1761.853996974938,20918.316044383428,12960.135821924618,26756.73072737551,3899.46134666285,2647.7827646216465,2039.0262237588977,22499.763580457253,17541.312927083945,26762.767849398246,11429.0,4090.1862745098038,199.0,74522.0,25885.950980392157,110.0,4961.7712957317835,31304.505910251464,100327859.87136753,3490831847.660142,3.425215810716496,2.720681805649013,92.51360724258912,90.76295963763702,-0.05644229591356469,-0.05630050940121287
-3154.029702970297,-1717.4356435643565,577.8019801980198,6021.712871287129,12706.594059405941,-2982.1881188118814,2726.629828368712,2297.8853780485056,1448.6516901060425,22315.809990145775,14244.822061431396,26861.80105448695,4168.076144047066,2881.829948398265,1554.4457482197363,23120.532435242683,19060.712067880715,27008.353490124584,16786.0,4710.930693069307,9.0,81710.0,21887.960396039605,479.0,1998.5779541980553,20882.507072075958,91666089.19223586,3310107529.0634418,3.0009700935253143,5.251934855217259,113.02648436197133,165.73769297617952,-0.05676979682737407,-0.0570007577470148
-2878.098039215686,-927.2549019607843,1084.2058823529412,6625.637254901961,13075.78431372549,-4141.598039215686,2706.6435195227095,2553.636029112664,1843.5240549147322,19998.857201389063,12304.153496053508,26584.153446809596,3937.749556361787,2724.070516060586,2127.9837944429382,21032.463364205978,17895.90333392687,26863.099196138344,13028.0,3998.8137254901962,42.0,88412.0,22068.21568627451,182.0,1926.3977617935145,-341.94090143228607,43721661.29976104,966137966.5955652,3.56345796538299,4.5629830169236865,110.34323716692903,149.71576793016104,-0.05594954201402946,-0.05717247782793151
-2581.920792079208,-1031.148514851485,834.3069306930693,11383.643564356436,8417.475247524753,-9259.673267326732,2535.9078867061553,2354.8960058545254,1355.1068058633034,19679.815966531252,11307.250915746876,26590.029772479837,3616.495921810952,2578.9769097434933,1591.731005559484,22721.535845715156,13959.461549872769,28117.24889169678,14364.0,3455.237623762376,1.0,82631.0,16774.831683168315,86.0,381.4908057945945,7080.536214237943,9345591.34718569,433934680.1762915,4.691597561932817,5.475030424535675,159.5308842280341,183.66892177253882,-0.05604250711783942,-0.05586910564072555
-2806.872549019608,-660.3039215686274,760.2549019607843,7676.196078431372,12788.156862745098,-4500.14705882353,2201.8617240944563,1553.7047445555309,1953.027839377946,21049.73894317789,12012.52045663273,25643.150747972373,3567.6117086815334,1686.19194183399,2098.1255546647476,22340.42956649863,17491.41904858875,25983.257255733875,9149.0,3658.0196078431372,175.0,77303.0,18207.382352941175,121.0,2120.6012684416846,11154.399737954798,22206735.458796944,357835023.1608688,2.3345864358133745,3.6829186695266767,62.630492674402554,140.4448704684119,-0.056606142405220876,-0.056087018163166
-3326.2574257425745,-1744.8118811881188,551.1089108910891,8518.940594059406,9613.871287128713,-3714.891089108911,2755.8203691104277,2841.163733817387,1500.7192201762098,21897.608818299836,10924.974999502901,28594.618048000357,4319.53067445119,3333.6426572649675,1599.1947973902365,23425.681784302586,14567.649128078692,28795.464030514828,17811.0,5079.782178217822,40.0,83426.0,20560.47524752475,237.0,2835.1434353694976,9813.716838102277,15717911.06011499,471802313.2112383,3.465817504773011,4.425915793370789,130.16777955333234,138.45394999085926,-0.057007800459294745,-0.05670186953846996
-3229.8823529411766,-759.3137254901961,566.0686274509804,16559.147058823528,11062.696078431372,-5495.235294117647,2454.7829070961793,1867.5013259996924,1485.4438528200174,18255.750756263536,15100.569308402513,26504.883898020656,4043.292727274563,2006.7414568174456,1592.9705664230573,24485.24014805334,18727.37067037149,27008.735509888967,12626.0,3822.8529411764707,13.0,71428.0,24121.843137254902,60.0,3632.0701675349915,7062.349929024951,30317872.842956726,285007112.632299,3.062599830454498,2.3809310506154886,51.98020936036629,76.05162496337327,-0.057000046538765975,-0.05572124564511634
-3392.80198019802,-1396.2178217821781,234.78217821782178,7882.811881188119,13684.059405940594,-1003.3663366336634,2698.4146032342596,2465.3559306991797,1680.9155682993112,18925.387964784994,11313.391311638703,29654.59936140939,4292.201453430592,2830.4072897275005,1699.5972236892708,20412.386435691442,17715.23082011355,29681.583702843604,17215.0,5076.079207920792,43.0,77724.0,25814.950495049507,32.0,2307.384094084694,10205.59722202777,22570799.290896688,493171745.6132142,3.0156797140975837,2.06968478052574,94.6769736913235,71.91031298794063,-0.05592141474545857,-0.05619292485952325
